facility_id,facility_type,facility_name,latitude,longitude,country,status,capacity,coordinate_accuracy
P100000124081,cement,UltraTech Cement Koppal Cement Plant,15.352161,76.263198,India,operating,1.3,exact
P100000124082,cement,UltraTech Cement Hipale Cement Plant,17.558229,76.003405,India,operating,4.0,exact
P100000124083,cement,UltraTech Cement Jhajjar Cement Plant,28.505156,76.36704,India,operating,1.8,exact
P100000124084,cement,UltraTech Cement Panipat Cement Plant,29.289373,76.808284,India,operating,2.4,exact
P100000124085,cement,UltraTech Cement Kasimpur Cement Plant,27.989507,78.136713,India,operating,1.3,exact
P100000124086,cement,UltraTech Cement Bathinda Cement Plant,30.272417,75.162379,India,operating,2.0,exact
P100000124087,cement,UltraTech Cement Magdalla Cement Plant,21.137147,72.733044,India,operating,2.0,exact
P100000124088,cement,UltraTech Cement Durgapur Cement Plant,23.492432,87.362242,India,operating,5.0,exact
P100000124089,cement,UltraTech Cement Salarpur Khadar Cement Plant,28.578002,77.592701,India,operating,1.3,exact
P100000124090,cement,UltraTech Cement Ratnagiri Cement Plant,17.0013,73.303187,India,operating,0.48,exact
P100000124091,cement,UltraTech Cement Katni Cement Plant,23.680882,80.650487,India,operating,2.0,exact
P100000124092,cement,UltraTech Cement Nagpur Cement Plant,21.249633,79.370573,India,operating,2.6,exact
P100000124093,cement,UltraTech Cement Patliputra Cement Plant,25.395551,85.292394,India,operating,4.7,exact
P100000124094,cement,UltraTech Cement Roorkee Cement Plant,29.888977,77.812058,India,operating,2.5,exact
P100000124095,cement,UltraTech Cement Sikandrabad Cement Plant,28.469413,77.666031,India,operating,1.0,exact
P100000124096,cement,Bharathi Cement Corporation Kadapa Cement Plant,14.586917,78.579757,India,operating,5.0,exact
P100000124097,cement,Kalburgi Cement Chatarsal Cement Plant,17.303447,77.43615,India,operating,2.75,exact
P100000124098,cement,Shree Digvijay Cement Company Sikka Cement Plant,22.429021,69.834138,India,operating,3.0,exact
P100000124099,cement,Andhra Cements Dachepalli Cement Plant,16.648359,79.702465,India,operating,3.0,exact
P100000124100,cement,Anjani Portland Cement Nalgonda Cement Plant,16.767007,80.014024,India,operating,2.13,exact
P100000124101,cement,Bagalkot Cement and Industries Bagalkot Cement Plant,16.17713,75.681411,India,operating,0.6,exact
P100000124102,cement,Barak Valley Cements Badarpur Cement Plant,24.865722,92.582104,India,operating,0.37,exact
P100000124103,cement,Bhavya Cements Guntur Cement Plant,16.654684,79.81512,India,operating,1.4,exact
P100000124106,cement,Amrit Cement East Jaintia Hills Cement Plant,25.242787,92.345654,India,operating,1.5,exact
P100000124107,cement,DCM Shriram Kota Cement Plant,25.134755,75.889485,India,operating,0.44,exact
P100000124108,cement,Deccan Cements Wadapally Cement Plant,16.711862,79.711104,India,operating,4.0,exact
P100000124109,cement,Green Valliey Industries Chiehruphi Cement Plant,25.240013,92.390906,India,operating,0.47,exact
P100000124110,cement,Saurashtra Cement Sutrapada Cement Plant,20.867858,70.564701,India,operating,1.2,exact
P100000124111,cement,Hills Cement East Jaintia Hills Cement Plant,25.225076,92.388161,India,operating,1.0,exact
P100000124112,cement,JUD Cements East Jaintia Hills Cement Plant,25.192405,92.400015,India,operating,0.5,exact
P100000124113,cement,Jammu & Kashmir Cements Khrew Cement Plant,34.032635,75.015643,India,operating,0.4,exact
P100000124114,cement,Keerthi Industries Nalgonda Cement Plant,16.798253,79.912905,India,operating,0.69,exact
P100000124116,cement,Jammu & Kashmir Cements Samba Cement Plant,32.554584,75.110342,India,operating,0.11,approximate
P100000124117,cement,Khyber Industries Khunmoh Cement Plant,34.077497,74.975355,India,operating,0.58,exact
P100000124118,cement,Mangalam Cement Chonsala Cement Plant,24.71512,75.953886,India,operating,3.25,exact
P100000124119,cement,Mancherial Cement Company Mancherial Cement Plant,18.8943,79.450065,India,retired,0.37,exact
P100000124120,cement,Meghalaya Cements Umbadoh Cement Plant,25.204735,92.383684,India,operating,0.95,exact
P100000124121,cement,Panyam Cements & Mineral Industries Kurnool Cement Plant,15.50002,78.210468,India,operating,1.35,exact
P100000124122,cement,Parasakti Cement Industries Goli Cement Plant,16.624455,79.502704,India,operating,1.26,exact
P100000124123,cement,Prism Johnson Mankahari Cement Plant,24.565681,81.000297,India,operating,6.6,exact
P100000124124,cement,Sanghi Industries Hothiay Cement Plant,23.49822,68.578098,India,operating,6.1,exact
P100000124125,cement,Saurashtra Cement Porbandar Cement Plant,21.704422,69.719992,India,operating,3.06,exact
P100000124127,cement,Sree Jayajothi Cements Yanakandla Cement Plant,15.364101,78.219484,India,operating,3.2,exact
P100000124128,cement,Sri Chakra Cement Guntur Cement Plant,16.380772,79.723973,India,operating,0.31,exact
P100000124129,cement,Sri Lalita Cement Industries Nalgonda Cement Plant,16.734616,79.881588,India,operating,1.0,exact
P100000124130,cement,Star Cement East Jaintia Hills Cement Plant,25.177887,92.390338,India,operating,2.8,exact
P100000124131,cement,Tamilnadu Cements Corporation Alangalum Cement Plant,9.374599,77.678857,India,operating,0.4,exact
P100000124132,cement,Tata Chemicals Mithapur Cement Plant,22.400932,69.020015,India,operating,0.5,exact
P100000124133,cement,Toshali Cements Ampaballi Cement Plant,18.407977,82.973488,India,operating,0.6,exact
P100000124134,cement,Udaipur Cement Works Udaipur Cement Plant,24.657581,73.8752,India,operating,4.7,exact
P100000124135,cement,Wonder Cement Phachar Aheeran Cement Plant,24.661883,74.632446,India,operating,21.5,exact
P100000124136,cement,Sanghi Industries Kutch Cement Plant,23.383686,68.569134,India,operating,,exact
P100000124137,cement,UltraTech Cement Vilemar Kundi Cement Plant,24.44605,83.075826,India,operating,2.01,exact
P100000124139,cement,Alcon Cement Company Surla Cement Plant,15.49227,74.026419,India,operating,0.18,exact
P100000124140,cement,Andhra Cements Visakhapatnam Cement Plant,17.763951,83.194711,India,operating,0.54,exact
P100000124141,cement,UltraTech Cement Neem Ka Thana Cement Plant,27.693977,75.728868,India,operating,2.2,exact
P100000124142,cement,ACC Visakhapatnam Cement Plant,17.709591,83.154501,India,operating,0.3,exact
P100000124143,cement,HeidelbergCement India Imlai Cement Plant,23.863185,79.426251,India,operating,2.0,exact
P100000124144,cement,Bhilai Jaypee Cement Bhilai Cement Plant,21.184966,81.361747,India,operating,2.2,exact
P100000124145,cement,Jaypee Cement Corp Chunar Cement Plant,25.087704,82.902584,India,mothballed,2.5,exact
P100000124146,cement,Jaypee Cement Corp Prayagraj Cement Plant,25.229553,81.781506,India,mothballed,0.6,exact
P100000124147,cement,Rashmi Cement Jhargram Cement Plant,22.392435,87.015888,India,operating,2.0,exact
P100000124148,cement,Sri Chakra Cement Annamarajupet Cement Plant,18.017317,83.275178,India,operating,0.26,exact
P100000124149,cement,Travancore Cements Kottayam Cement Plant,9.559566,76.510421,India,operating,0.08,exact
P100000124150,cement,Ambuja Cements Moha Cement Plant,18.992068,73.030851,India,operating,,exact
P100000124151,cement,Mangalam Cement Chherat Cement Plant,27.960795,78.08159,India,operating,1.95,exact
P100000124152,cement,ACC Nalagarh Cement Plant,31.037155,76.629773,India,operating,1.3,exact
P100000124153,cement,Burnpur Cement Asansol Cement Plant,23.699805,86.916351,India,operating,0.37,exact
P100000124154,cement,Jaypee Cement Corp Shahabad Rural Cement Plant,17.136362,76.945424,India,operating,1.2,exact
P100000124155,cement,M/s Satguru Cement Jeerabad Cement Plant,22.419728,75.069761,India,operating,0.95,exact
P100000124158,cement,Mawmluh-Cherra Cements Cherrapunji‎ Cement Plant,25.26056,91.710717,India,retired,0.17,exact
P100000124473,cement,UltraTech Cement Dhule Cement Plant,21.152727,74.850639,India,operating,1.8,exact
P100000124489,cement,ACC Kharagpur Cement Plant,22.32771,87.280232,India,announced,1.5,approximate
P100000124505,cement,Atibal Cement Hatigaon Cement Plant,26.533147,92.932658,India,operating,1.0,exact
P100000124506,cement,Ambuja Cements Marwar Mundwa Cement Plant,27.080518,73.817206,India,operating,2.4,exact
P100000124507,cement,Asian Fine Cements Rajpura Cement Plant,30.423781,76.716928,India,operating,1.5,exact
P100000124508,cement,Bharat Cements Purulia Cement Plant,23.345568,86.380854,India,operating,0.45,exact
P100000124509,cement,Chettinad Cement Corporation Dachepalli Cement Plant,16.546133,79.757446,India,operating,2.1,exact
P100000124510,cement,Chettinad Cement Corporation Kasimkota Mandal Cement Plant,17.620945,82.89193,India,operating,2.0,exact
P100000124511,cement,Dalmia Banjari Cement Plant,24.67038,83.989092,India,operating,1.6,exact
P100000124512,cement,Dalmia Bharat Green Vision Sattur Taluk Cement Plant,9.272589,77.920648,India,operating,2.0,exact
P100000124513,cement,Jagdamba Industries Durgapur Cement Plant,23.559664,87.260153,India,operating,0.18,exact
P100000124514,cement,Duratech Cements India Samastipur Cement Plant,25.868345,85.64737,India,operating,0.8,exact
P100000124515,cement,Hemadri Cements Jaggayyapet Mandal Cement Plant,16.811331,80.14806,India,operating,0.66,exact
P100000124516,cement,Hi-Bond Cement (India) Patidad Cement Plant,21.912175,70.705341,India,operating,3.2,exact
P100000124518,cement,Jindal Steel & Power Raigarh Cement Plant,21.911097,83.338243,India,operating,1.0,exact
P100000124521,cement,Kakatiya Cement Sugar & Industries Dondapadu Cement Plant,17.186706,80.564986,India,mothballed,0.3,exact
P100000124522,cement,JK Cement Katni Cement Plant,23.728502,80.555397,India,operating,2.0,exact
P100000124524,cement,JK Cement Panna Cement Plant,24.327843,79.964314,India,operating,2.0,exact
P100000124525,cement,Kamdhenu Cement Sabhapur Cement Plant,28.749911,77.24196,India,operating,1.5,approximate
P100000124526,cement,JK Cement Bara Cement Plant,25.200427,81.568158,India,construction,2.5,exact
P100000124527,cement,JK Lakshmi Cement Cuttack Cement Plant,20.535071,85.739078,India,operating,0.8,exact
P100000124528,cement,JSW Cement Jajpur Cement Plant,20.95429,86.038945,India,operating,1.5,exact
P100000124529,cement,Kanodia Cement Amethi Cement Plant,26.070363,82.022032,India,operating,1.5,approximate
P100000124530,cement,Kanodia Cement Bhabua Cement Plant,25.213969,83.444889,India,operating,1.2,exact
P100000124531,cement,Kanodia Cement Bulandshahar Cement Plant,28.416154,77.8281,India,operating,1.5,approximate
P100000124532,cement,Kanodia Cement Sikandrabad Cement Plant,28.492139,77.657659,India,operating,1.6,exact
P100000124534,cement,Srikalahasthi Pipes Rachagunneri Cement Plant,13.716239,79.627275,India,operating,0.09,exact
P100000124535,cement,Powercon Cement Chandauli Cement Plant,25.243225,83.072438,India,operating,0.18,exact
P100000124536,cement,Purbanchal Cement Sarutari Cement Plant,26.06127,91.883283,India,operating,0.73,exact
P100000124537,cement,RCCPL Maihar Cement Plant,24.169434,80.694219,India,operating,5.0,exact
P100000124538,cement,RCCPL Mukutban Cement Plant,19.800621,78.866069,India,operating,3.9,exact
P100000124539,cement,RNB Cements Umiam Cement Plant,25.663833,91.911042,India,operating,0.44,exact
P100000124540,cement,Sagar Cements Jeerabad Cement Plant,22.386686,75.074987,India,operating,1.5,exact
P100000124541,cement,Shiva Cement Kutra Cement Plant,22.228248,84.414682,India,operating,,exact
P100000124544,cement,Shree Cement Nawalgarh Cement Plant,27.792137,75.335504,India,operating,3.5,exact
P100000124626,cement,Star Cement Guwahati Cement Plant,26.132494,92.003628,India,operating,2.0,exact
P100000124627,cement,Star Cement Siliguri Cement Plant,26.527049,88.675118,India,operating,2.0,exact
P100000124628,cement,Tamilnadu Cements Corporation Ariyalur 1 Cement Plant,11.146109,79.098187,India,operating,1.63,exact
P100000124629,cement,Tamilnadu Cements Corporation Ariyalur 2 Cement Plant,11.146109,79.098187,India,operating,1.0,exact
P100000124631,cement,RamCements Haridaspur Cement Plant,20.740526,86.116996,India,operating,1.8,exact
P100000124632,cement,Ramco Cements Kalavatala Cement Plant,15.080142,78.13854,India,operating,2.4,exact
P100000124634,cement,Trumboo Cement Industries Wuyan Cement Plant,34.053687,74.974065,India,operating,0.37,exact
P100000124635,cement,UltraTech Cement Bara Cement Plant,25.195499,81.64584,India,operating,2.0,exact
P100000124636,cement,UltraTech Cement Cuttack Cement Plant,20.568733,85.778679,India,operating,3.0,exact
P100000124637,cement,UltraTech Cement Pali Cement Plant,26.258739,74.094808,India,operating,3.3,exact
P100000124638,cement,Vadraj Cement Hazira Cement Plant,21.170667,72.693937,India,operating,6.0,exact
P100000124639,cement,Vadraj Cement Kutch Cement Plant,23.417165,68.63249,India,operating,,exact
P100000124640,cement,Wonder Cement Alligarh Cement Plant,28.058768,77.946897,India,operating,2.5,approximate
P100000124641,cement,Wonder Cement Badnawar Cement Plant,23.051885,75.252655,India,operating,2.0,exact
P100000124722,cement,Wonder Cement Dhule Cement Plant,21.171028,74.851102,India,operating,2.0,exact
P100000124723,cement,Wonder Cement Jhajjar Cement Plant,28.477107,76.407029,India,operating,2.0,exact
P100000125197,cement,RCCPL Chopal Cement Plant,30.946545,77.592561,India,announced,4.0,approximate
P100000125198,cement,Cement Corporation of India Charkhi Dadri Cement Plant,28.602677,76.282674,India,mothballed,0.17,exact
P100000125199,cement,Cement Corporation of India Mandhar Cement Plant,21.340622,81.718617,India,mothballed,0.38,exact
P100000125200,cement,Cement Corporation of India Adilabad Cement Plant,19.688702,78.556119,India,mothballed,0.4,exact
P100000125201,cement,Cement Corporation of India Delhi Cement Plant,28.557455,77.300757,India,mothballed,0.5,approximate
P100000125202,cement,Tamil Nadu Newsprint & Papers Kagithapuram Cement Plant,11.036461,78.008759,India,operating,0.33,exact
P100000125203,cement,Vijay Cements Puthanampatti Cement Plant,11.045572,78.708905,India,operating,0.11,exact
P100000125204,cement,Jeppiaar Cements Alathur Cement Plant,11.187666,79.052698,India,operating,0.16,exact
P100000125205,cement,JK Cement Balasinor Cement Plant,22.939341,73.305833,India,operating,0.7,exact
P100000125206,cement,JK Cement Aligarh Cement Plant,27.982626,78.115841,India,operating,2.0,exact
P100000125208,cement,JK Cement Ujjain Cement Plant,23.259992,75.72533,India,operating,2.0,exact
P100000125209,cement,JK Cement Prayagraj Cement Plant,25.448332,81.810334,India,operating,3.0,approximate
P100000125211,cement,NU Vista Dachepalli Cement Plant,16.653925,79.806457,India,announced,4.25,exact
P100000125213,cement,Sagar Cements Jajpur Cement Plant,20.930587,86.037334,India,operating,1.5,exact
P100000125214,cement,Shree Cement Cuttack Cement Plant,20.531066,85.724538,India,operating,3.0,exact
P100000125215,cement,Shree Cement Guntur Cement Plant,16.519321,79.731654,India,operating,3.0,exact
P100000125216,cement,Shree Cement Patas Cement Plant,18.473183,74.456715,India,operating,3.0,exact
P100000125217,cement,Shree Cement Purulia Cement Plant,23.632621,86.795083,India,operating,3.0,exact
P100000125218,cement,Adani Cement Industries Dahej Cement Plant,21.69722,72.575041,India,operating,1.3,exact
P100000125221,cement,Adani Cementation Lakhpat Cement Plant,23.695824,68.585522,India,cancelled,10.0,approximate
P100000126001,cement,Ambuja Cements Warisaliganj Cement Plant,25.005702,85.642152,India,construction,6.0,exact
P100000126783,cement,UltraTech Cement Velliyanai Cement Plant,10.805317,78.113993,India,operating,3.3,exact
P100000126784,cement,Shree Cement Nigoh Hasanpur Cement Plant,27.494932,78.814881,India,operating,3.0,exact
P100000126785,cement,Birla Corporation Gaya Cement Plant,24.789471,84.998303,India,announced,2.8,approximate
P100000126786,cement,JSW Cement Karamgarh Urf Autanwali Cement Plant,29.951306,75.263744,India,announced,6.0,exact
P100000126793,cement,JK Cement Bikaner Cement Plant,28.020515,73.31128,India,construction,2.0,approximate
P100000126794,cement,JK Cement Bathinda Cement Plant,30.214549,74.947528,India,construction,2.0,approximate
P100000126795,cement,JSW Cement Nagaur 2 Cement Plant,27.29307,73.845517,India,construction,1.0,approximate
P100000126796,cement,RLJ Cement Mirzapur Cement Plant,25.077327,82.869225,India,operating,0.5,exact
P100000126797,cement,Dalmia Cement (Bharat) Pune Cement Plant,18.491995,73.868164,India,announced,3.0,approximate
P100000126798,cement,Shiva Cement Sambalpur Cement Plant,21.479019,83.979749,India,operating,1.0,exact
P100000126804,cement,Dalmia Cement (Bharat) Umrangso Cement Plant,25.524835,92.79809,India,operating,,exact
P100000126805,cement,NCL Industries Thallapalem Cement Plant,17.626754,82.890202,India,operating,0.66,exact
P100000127201,cement,Topcem India Amingaon Cement Plant,26.218366,91.70165,India,operating,1.68,exact
P100000127202,cement,Dhandapani Cements Thathamangalam Cement Plant,10.945241,78.732379,India,operating,0.33,exact
P100000127203,cement,JK Cement Jaisalmer Cement Plant,27.273664,70.806447,India,construction,6.0,exact
P100000127204,cement,JK Cement Buxar Cement Plant,25.568767,84.329112,India,operating,3.0,exact
P100000127205,cement,Toshali Cements Cuttack Cement Plant,20.520089,85.870884,India,operating,0.44,exact
P100000127208,cement,Ambuja Cements Motia Cement Plant,24.823582,87.134777,India,announced,4.0,approximate
P100000127209,cement,ACC Salai Banwa Cement Plant,24.435104,83.012897,India,construction,2.4,exact
P100000127210,cement,Ambuja Cements Mundra Cement Plant,22.775415,69.694873,India,announced,4.8,approximate
P100000127211,cement,JSW Cement Nagaur 1 Cement Plant,27.29307,73.845516,India,operating,2.5,approximate
P100000127212,cement,UltraTech Cement Patratu Cement Plant,23.620478,85.274431,India,operating,0.54,exact
P100000127213,cement,Wonder Cement Tulsigam Cement Plant,22.765418,73.38674,India,construction,2.0,exact
P100000127214,cement,Ambuja Cements Odisha Cement Plant,20.521112,86.05256,India,announced,4.0,approximate
P100000127509,cement,Shiva Cement Sundergarh Cement Plant,22.228135,84.415056,India,operating,1.32,exact
L100000102031,coal_power,Ankulapatur power station,14.138344,79.990881,India,cancelled,485.0,exact
L100000102032,coal_power,Balaji Cement power station,16.8704884,80.0220166,India,operating,35.0,exact
L100000102033,coal_power,Bander power station,14.351195,80.143086,India,operating,1980.0,exact
L100000102034,coal_power,Bhavanapadu Thermal Power Project,18.521385,84.239312,India,cancelled,2640.0,exact
L100000102035,coal_power,Budele power station,14.670709,77.590744,India,cancelled,1000.0,approximate
L100000102036,coal_power,Devarampadu power station,15.5,80.05,India,cancelled,1320.0,approximate
L100000102037,coal_power,Dharmavaram power station,14.413745,77.712619,India,cancelled,150.0,approximate
L100000102038,coal_power,Dr. Narla Tata Rao Thermal power station,16.5984901,80.5365853,India,operating,2560.0,exact
L100000102039,coal_power,Dr. RKP Power Ankulapatur power station,14.130902,79.864683,India,cancelled,420.0,approximate
L100000102040,coal_power,East Godavari Mill power station,17.029896,81.772481,India,operating,34.0,exact
L100000102041,coal_power,Gopuvanipalam Mega Thermal Power Project,16.18438,81.134933,India,cancelled,1980.0,approximate
L100000102042,coal_power,Gudur Thermal Power Project (Momidi),14.130902,79.864683,India,cancelled,2640.0,approximate
L100000102043,coal_power,Gunipudi power station (NBPL proposal),17.300117,82.614386,India,cancelled,300.0,approximate
L100000102044,coal_power,Gunipudi power station (STEAPL proposal),17.300117,82.624386,India,cancelled,1320.0,approximate
L100000102045,coal_power,Jharupudi power station,18.3,83.9,India,cancelled,140.0,approximate
L100000102047,coal_power,Kineta Power thermal station,14.166667,80.083333,India,cancelled,1980.0,exact
L100000102048,coal_power,Komarada power station,18.89626,83.468899,India,cancelled,2640.0,approximate
L100000102049,coal_power,Krishnapatnam Navayuga thermal station,14.194444,80.091667,India,cancelled,1980.0,exact
L100000102050,coal_power,Krishnapatnam Ultra Mega Power Project,14.252061,80.120748,India,cancelled,4000.0,exact
L100000102051,coal_power,Lovapalem power station,17.466444,82.961361,India,cancelled,1000.0,approximate
L100000102052,coal_power,Makavarapalem Smelter power station,17.5939558,82.743769,India,operating,90.0,exact
L100000102053,coal_power,Meenakshi Energy Thermal Power Project,14.211195,80.090062,India,operating,1000.0,exact
L100000102054,coal_power,Meghavaram Kakarapalli power station,17.484945,82.494903,India,cancelled,450.0,approximate
L100000102055,coal_power,Muthukur Mandal power station (Painampuram),14.351195,80.143086,India,operating,1320.0,exact
L100000102056,coal_power,Nagarjuna Construction Company Sompeta Thermal Plant,18.9374,84.590157,India,cancelled,2640.0,approximate
L100000102057,coal_power,Nakkapalli power station,17.409651,82.714788,India,cancelled,1320.0,approximate
L100000102058,coal_power,Nayunipalli Ultra Mega Power Project,15.038056,78.8675,India,cancelled,4000.0,approximate
L100000102059,coal_power,Nellore power station,14.490572,79.986949,India,operating,30.0,exact
L100000102060,coal_power,Ontimavadi power station,16.945181,82.238647,India,cancelled,6300.0,approximate
L100000102061,coal_power,Peddaganjam power station (Sew),15.7,80.25,India,cancelled,1320.0,approximate
L100000102062,coal_power,Peddaganjam power station (Sravanthi),15.7,80.25,India,cancelled,1400.0,approximate
L100000102063,coal_power,Pentakota power station (Namratha Bizili),17.300117,82.614386,India,cancelled,150.0,approximate
L100000102064,coal_power,Pentakota power station (Srinivasam Energy),17.300117,82.614386,India,cancelled,1320.0,approximate
L100000102065,coal_power,Pudimadaka Ultra Mega Power Project,17.492713,83.002767,India,cancelled,4000.0,approximate
L100000102066,coal_power,Rayalaseema Thermal Power Project,14.697282,78.459364,India,operating,1650.0,exact
L100000102067,coal_power,Saggonda power station,17.1779964,81.6113929,India,operating,33.0,exact
L100000102068,coal_power,Simhadri power station,17.591,83.09166,India,operating,3320.0,exact
L100000102069,coal_power,Sompeta power station (Suryachakra),18.93742,84.590157,India,cancelled,1200.0,approximate
L100000102070,coal_power,Sree Siva Satyadeva Power Plant,18.3,83.9,India,cancelled,2000.0,approximate
L100000102071,coal_power,Sri Damodaram Sanjeevaiah Thermal Power Station,14.327604,80.122105,India,operating,2400.0,exact
L100000102072,coal_power,Srikakulam Thermal Power Station (Sumitomo),18.3667,84.1,India,cancelled,4000.0,approximate
L100000102073,coal_power,Simhapuri Thamminapatnam power station,14.204576,80.086636,India,operating,1920.0,exact
L100000102074,coal_power,Uppada power station,17.0587,82.3097,India,cancelled,1670.0,exact
L100000102075,coal_power,Vadarevu Ultra Mega Power Project,15.808028,80.397348,India,cancelled,4000.0,approximate
L100000102076,coal_power,Vemavaram power station,16.317475,81.096252,India,cancelled,1320.0,approximate
L100000102077,coal_power,Vijayawada Thermal Power Station (IGCC),16.5973,80.5382,India,cancelled,182.0,exact
L100000102078,coal_power,Vikas Power thermal plant,14.288601,80.124848,India,cancelled,540.0,approximate
L100000102079,coal_power,Visakhapatnam Sarda power station,17.7202459,83.2717317,India,operating,84.0,exact
L100000102080,coal_power,Vizag Kaizen power station,17.563642,83.138877,India,cancelled,300.0,approximate
L100000102081,coal_power,Vizag Simhadri power station,17.636926,83.193133,India,operating,50.0,exact
L100000102082,coal_power,Vizag Steel Plant power station,17.606547,83.196713,India,operating,315.0,exact
L100000102083,coal_power,Vizag Thermal Power Plant,17.563642,83.138877,India,operating,1040.0,exact
L100000102084,coal_power,West Godavari Super Thermal Power Station,17.409651,82.714788,India,cancelled,3960.0,approximate
L100000102085,coal_power,Bongaigaon power station,26.44437,90.367205,India,operating,1000.0,exact
L100000102086,coal_power,Borgolai power station,27.303147,95.442638,India,cancelled,250.0,approximate
L100000102087,coal_power,Margherita power station,27.489464,95.360144,India,cancelled,660.0,approximate
L100000102088,coal_power,Naitor power station,26.183333,91.733333,India,cancelled,1320.0,approximate
L100000102089,coal_power,Banka Power Project,24.714049,86.958329,India,cancelled,2640.0,exact
L100000102090,coal_power,Barauni power station,25.391376,86.023488,India,operating,1520.0,exact
L100000102092,coal_power,Barh I power station,25.4865,85.74516,India,operating,1980.0,exact
L100000102093,coal_power,Barh II power station,25.4865,85.74516,India,operating,1320.0,exact
L100000102094,coal_power,Bhagalpur Power Project,25.26354,87.234444,India,cancelled,2640.0,approximate
L100000102095,coal_power,Buxar Thermal Power Station,25.462349,83.882568,India,operating,2120.0,exact
L100000102096,coal_power,Casecade Power Lakhisarai power station,24.75,85.0,India,cancelled,1320.0,approximate
L100000102097,coal_power,Dona power station,24.83,85.42,India,cancelled,1320.0,approximate
L100000102098,coal_power,Era Infra Engineering Pirpainti power station,25.323652,87.428188,India,cancelled,1320.0,approximate
L100000102099,coal_power,Indragacchi power station,26.500702,84.684087,India,cancelled,1320.0,approximate
L100000102100,coal_power,Jagdishpur power station,25.462469,84.416183,India,cancelled,2640.0,approximate
L100000102101,coal_power,Kahalgaon power station (Cement Manufacturing Co.),25.26354,87.234444,India,cancelled,500.0,approximate
L100000102102,coal_power,Kahalgaon power station (East-West Power),25.26354,87.234444,India,cancelled,1000.0,approximate
L100000102103,coal_power,Kahalgaon power station (Sarvottam),25.26354,87.234444,India,cancelled,540.0,approximate
L100000102104,coal_power,Kahalgaon Super Thermal Power Plant,25.236903,87.265595,India,operating,3140.0,exact
L100000102105,coal_power,Bihar Ultra Mega Power Project,24.833324,86.874819,India,cancelled,4000.0,approximate
L100000102106,coal_power,Kiul Thermal Power Project,25.146576,86.096278,India,cancelled,1320.0,approximate
L100000102107,coal_power,Kochar power station,24.74839,84.376663,India,cancelled,1320.0,approximate
L100000102108,coal_power,Lakhisarai power station (SPML),25.184746,86.149693,India,cancelled,1200.0,approximate
L100000102109,coal_power,Lakhisarai Thermal Power Station,25.18036,86.25903,India,cancelled,1320.0,approximate
L100000102110,coal_power,Meherpur power station,25.323652,87.428188,India,cancelled,1200.0,approximate
L100000102111,coal_power,Moma power station,25.17,86.09,India,cancelled,1980.0,approximate
L100000102112,coal_power,Muzaffarpur power station,26.194771,85.303302,India,operating,610.0,exact
L100000102113,coal_power,Nabinagar Super Thermal Power Project,24.776,84.158025,India,operating,4380.0,exact
L100000102114,coal_power,Nabinagar Thermal Power Project,24.705081,84.088738,India,operating,1000.0,exact
L100000102115,coal_power,Pirpainti power station (CESC),25.323652,87.428188,India,cancelled,2000.0,approximate
L100000102116,coal_power,Pirpainti power station (Essar),25.323652,87.428188,India,cancelled,1800.0,approximate
L100000102117,coal_power,Pirpainti Thermal Power Station,25.307395,87.412455,India,permitted,2400.0,approximate
L100000102118,coal_power,Prabhawati Nagar power station,24.87608,86.947425,India,cancelled,1320.0,approximate
L100000102119,coal_power,Rajauli power station,24.65,85.5,India,cancelled,2640.0,approximate
L100000102120,coal_power,Sirdala power station,24.87995,85.53,India,cancelled,2640.0,approximate
L100000102121,coal_power,Adani Raigarh Thermal Power Plant,21.743775,83.274093,India,operating,3800.0,exact
L100000102122,coal_power,Amoda power station,21.848753,82.652278,India,cancelled,600.0,approximate
L100000102123,coal_power,Arasmeta Cement Plant power station,21.9622663,82.3544027,India,operating,86.0,exact
L100000102124,coal_power,Athena Chhattisgarh power station,21.906765,83.129001,India,operating,1200.0,exact
L100000102125,coal_power,BALCO Korba power station,22.3930944,82.7439443,India,operating,2010.0,exact
L100000102126,coal_power,Balpur power station,22.045391,82.647886,India,cancelled,1200.0,approximate
L100000102127,coal_power,Baradarha power station,21.911436,83.188863,India,operating,1200.0,exact
L100000102128,coal_power,Bhaiso power station,21.87841,82.451637,India,cancelled,1200.0,approximate
L100000102129,coal_power,Bhaiyathan Thermal Power Project,23.343798,83.196042,India,cancelled,1320.0,approximate
L100000102130,coal_power,Bhandhakhar power station,22.340954,82.430603,India,operating,300.0,exact
L100000102131,coal_power,Bhengari power station,22.141667,83.243889,India,cancelled,540.0,approximate
L100000102132,coal_power,Bhilai Steel power station,21.184,81.4237,India,operating,1560.0,exact
L100000102133,coal_power,Binjkote power station,22.010422,83.205779,India,operating,1200.0,exact
L100000102134,coal_power,Birra Thermal Power Project,21.756471,82.782962,India,cancelled,1320.0,approximate
L100000102135,coal_power,BLA Chhattisgarh power station,22.172721,83.353397,India,cancelled,540.0,approximate
L100000102136,coal_power,Bunji Bundeli Thermal Power Project,23.652072,82.048187,India,cancelled,500.0,approximate
L100000102137,coal_power,Chakabura power station,22.393653,82.553249,India,operating,60.0,exact
L100000102138,coal_power,Champa Adhunik power station,22.03,82.97,India,cancelled,1320.0,approximate
L100000102139,coal_power,Champa Power Project,22.270035,82.614098,India,cancelled,1200.0,approximate
L100000102140,coal_power,Dhanras power station,22.5,82.55,India,cancelled,1050.0,approximate
